0.4361655767	19.1273719907	-1.6355079665
0.4361496549	18.8315385699	-1.6365435575
0.4361655807	19.7091241028	-1.6355079665
0.4361496563	19.4157694529	-1.6365435575
0.4361655891	20.2908763913	-1.6355079665
0.4361496631	20.0000001945	-1.6365435575
0.4361655921	20.8726280968	-1.6355079665
0.4361496684	20.5842307900	-1.6365435576
0.4361768534	21.3640304284	-1.6349425028
0.4361496684	21.1684605969	-1.6365435576
0.4364473577	18.5394229963	-1.6215564014
0.4365660960	18.8414533794	-1.6167876518
0.4366733808	19.1310898480	-1.6129956032
0.4366176482	18.7387100357	-1.6148772055
0.4366550750	18.8352563791	-1.6136130567
0.4367411016	19.1273719907	-1.6107469255
0.4367245390	18.6359684319	-1.6113647386
0.4367716025	18.8315385699	-1.6097626712
0.4365961133	18.5394229963	-1.6158307970
0.4364777580	18.6421654714	-1.6202674090
0.4365429225	18.6421654714	-1.6177409289
0.4363797777	21.3578341349	-1.6243922774
0.4364473534	21.4605759830	-1.6215564014
0.4365661036	21.1585469521	-1.6167876518
0.4366733920	20.8689106557	-1.6129956032
0.4366176441	21.2612896634	-1.6148772055
0.4367245478	21.3640304284	-1.6113647386
0.4366550840	21.1647432070	-1.6136130567
0.4367411170	20.8726280968	-1.6107469255
0.4367716159	21.1684605969	-1.6097626714
0.4364777656	21.3578341349	-1.6202674091
0.4365961091	21.4605759830	-1.6158307969
0.4365429300	21.3578341349	-1.6177409290
0.4367411141	20.2908763913	-1.6107469255
0.4367716159	20.5842307900	-1.6097626714
0.4367411057	19.7091241028	-1.6107469255
0.4367716107	20.0000001945	-1.6097626713
0.4367716039	19.4157694529	-1.6097626713
0.4366366437	20.5792742089	-1.6142599243
0.4365322923	20.8689106557	-1.6180511401
0.4365322855	20.2896371861	-1.6180511400
0.4365660926	20.5792742089	-1.6167876518
0.4366366499	19.4207263285	-1.6142599243
0.4365322910	19.7103631802	-1.6180511401
0.4365322812	19.1310898480	-1.6180511400
0.4365660987	19.4207263285	-1.6167876518
0.4365660983	20.0000000576	-1.6167876518
0.4366733907	19.7103631802	-1.6129956032
0.4366733851	20.2896371861	-1.6129956032
0.4366366495	20.0000000576	-1.6142599243
0.4364367376	21.1585469521	-1.6218405263
0.4363439704	21.3640304284	-1.6260171755
0.4363500072	20.8689106557	-1.6256291668
0.4363779365	21.1585469521	-1.6243663005
0.4362556745	21.4605759830	-1.6304786031
0.4362338734	21.2612896634	-1.6313798238
0.4362721159	20.5792742089	-1.6294181846
0.4362031093	20.8689106557	-1.6332086263
0.4362031024	20.2896371861	-1.6332086262
0.4362251191	20.5792742089	-1.6319449223
0.4362125902	21.1647432070	-1.6326434141
0.4362971021	20.8689106557	-1.6281550676
0.4362721268	21.1585469521	-1.6294181846
0.4362922672	21.3578341349	-1.6285171587
0.4364367301	18.8414533794	-1.6218405263
0.4363499961	19.1310898480	-1.6256291668
0.4363797702	18.6421654714	-1.6243922774
0.4363779289	18.8414533794	-1.6243663005
0.4362721220	19.4207263285	-1.6294181846
0.4362031080	19.7103631802	-1.6332086263
0.4362030981	19.1310898480	-1.6332086262
0.4362251252	19.4207263285	-1.6319449223
0.4362556787	18.5394229963	-1.6304786031
0.4361768446	18.6359684319	-1.6349425028
0.4362125812	18.8352563791	-1.6326434141
