# X,Y,Z,HeatFlux
411.2199605306,150.7729543050,-1607.3037109375,0.0000000000
412.4794006348,147.2990366618,-1607.6346435547,0.0000000000
411.9588114421,148.7423197428,-1608.5512695312,0.0000000000
412.5107625326,147.2107238770,-1605.3011881510,0.0000000000
411.2393086751,150.7201588949,-1604.9702555339,0.0000000000
410.4970703125,152.7295888265,-1603.8843587240,0.0000000000
412.0095214844,148.6012115479,-1603.8843587240,0.0000000000
412.7537027995,146.5326334635,-1609.3824462891,0.0000000000
411.9901733398,148.6540069580,-1611.5466715495,0.0000000000
405.1549987793,166.3897603353,-1613.8577880859,0.0000000000
405.7330423991,164.9685109456,-1615.6951497396,0.0000000000
405.7687784831,164.8818766276,-1611.0464274089,0.0000000000
406.5773010254,162.8779652913,-1607.3037109375,0.0000000000
405.7687784831,164.8818766276,-1608.5512695312,0.0000000000
405.1907348633,166.3031260173,-1607.7134602865,0.0000000000
405.7121276855,165.0207061768,-1603.8843587240,0.0000000000
405.1549987793,166.3897603353,-1605.3800048828,0.0000000000
406.5563863118,162.9301605225,-1604.9702555339,0.0000000000
404.8822021484,167.0564015706,-1609.6188557943,0.0000000000
405.1907348633,166.3031260173,-1611.7042643229,0.0000000000
408.1578470866,158.8757629395,-1604.9702555339,0.0000000000
407.3482157389,160.9397532145,-1603.8843587240,0.0000000000
409.7188720703,154.8056284587,-1604.9702555339,0.0000000000
408.9432474772,156.8425699870,-1603.8843587240,0.0000000000
407.3759358724,160.8700917562,-1608.5512695312,0.0000000000
406.5773010254,162.8779652913,-1612.2940266927,0.0000000000
408.1646525065,158.8582967122,-1612.2940266927,0.0000000000
407.3759358724,160.8700917562,-1611.0464274089,0.0000000000
410.4710998535,152.7999165853,-1608.5512695312,0.0000000000
409.7122497559,154.8231608073,-1612.2940266927,0.0000000000
411.2199605306,150.7729543050,-1612.2940266927,0.0000000000
410.4710998535,152.7999165853,-1611.0464274089,0.0000000000
408.9434305827,156.8426361084,-1611.0464274089,0.0000000000
409.7122497559,154.8231608073,-1607.3037109375,0.0000000000
408.1646525065,158.8582967122,-1607.3037109375,0.0000000000
408.9434305827,156.8426361084,-1608.5512695312,0.0000000000
405.4602457682,165.6351521810,-1616.9427490234,0.0000000000
406.5773010254,162.8779652913,-1619.7796223958,0.0000000000
405.1907348633,166.3031260173,-1622.1811930339,0.0000000000
404.8822021484,167.0564015706,-1618.0967203776,0.0000000000
405.1907348633,166.3031260173,-1619.6859944661,0.0000000000
405.7687784831,164.8818766276,-1618.5320231120,0.0000000000
405.3648478190,165.8787282308,-1627.5849202474,0.0000000000
407.3759358724,160.8700917562,-1623.5224202474,0.0000000000
404.8822021484,167.0564015706,-1623.5832112630,0.0000000000
405.1907348633,166.3031260173,-1626.1719970703,0.0000000000
406.5773010254,162.8779652913,-1627.2651367188,0.0000000000
408.1646525065,158.8582967122,-1627.2651367188,0.0000000000
407.3759358724,160.8700917562,-1626.0175781250,0.0000000000
405.7687784831,164.8818766276,-1626.0175781250,0.0000000000
406.5773010254,162.8779652913,-1622.2748209635,0.0000000000
405.7687784831,164.8818766276,-1623.5224202474,0.0000000000
411.9901733398,148.6540069580,-1615.4586995443,0.0000000000
411.2199605306,150.7729543050,-1619.7796223958,0.0000000000
411.9588114421,148.7423197428,-1618.5320231120,0.0000000000
412.4794006348,147.2990366618,-1619.3707682292,0.0000000000
410.4710998535,152.7999165853,-1623.5224202474,0.0000000000
409.7122497559,154.8231608073,-1627.2651367188,0.0000000000
411.5581868490,149.8549753825,-1627.5983072917,0.0000000000
410.4710998535,152.7999165853,-1626.0175781250,0.0000000000
412.7537027995,146.5326334635,-1625.7076416016,0.0000000000
412.4794006348,147.2990366618,-1627.1948242188,0.0000000000
411.9588114421,148.7423197428,-1626.0175781250,0.0000000000
411.2199605306,150.7729543050,-1622.2748209635,0.0000000000
412.5107625326,147.2107238770,-1621.6263427734,0.0000000000
412.4794006348,147.2990366618,-1623.2827962240,0.0000000000
411.9588114421,148.7423197428,-1623.5224202474,0.0000000000
408.9434305827,156.8426361084,-1626.0175781250,0.0000000000
409.7122497559,154.8231608073,-1622.2748209635,0.0000000000
408.1646525065,158.8582967122,-1622.2748209635,0.0000000000
408.9434305827,156.8426361084,-1623.5224202474,0.0000000000
410.4710998535,152.7999165853,-1618.5320231120,0.0000000000
411.2199605306,150.7729543050,-1614.7892252604,0.0000000000
409.7122497559,154.8231608073,-1614.7892252604,0.0000000000
410.4710998535,152.7999165853,-1616.0368245443,0.0000000000
407.3759358724,160.8700917562,-1618.5320231120,0.0000000000
408.1646525065,158.8582967122,-1614.7892252604,0.0000000000
406.5773010254,162.8779652913,-1614.7892252604,0.0000000000
407.3759358724,160.8700917562,-1616.0368245443,0.0000000000
408.9434305827,156.8426361084,-1616.0368245443,0.0000000000
408.1646525065,158.8582967122,-1619.7796223958,0.0000000000
409.7122497559,154.8231608073,-1619.7796223958,0.0000000000
408.9434305827,156.8426361084,-1618.5320231120,0.0000000000
430.2196960449,82.1337356567,-1628.8298339844,0.0000000000
428.9986165365,88.2812983195,-1629.7607421875,0.0000000000
429.6461283366,85.0884145101,-1627.6940511068,0.0000000000
428.7250061035,89.6032485962,-1630.8459472656,0.0000000000
429.4900207520,85.8696492513,-1630.0396321615,0.0000000000
427.3316752116,96.0331675212,-1630.8459472656,0.0000000000
426.9472045898,97.7251714071,-1629.7607421875,0.0000000000
427.8626098633,93.6346969604,-1629.7607421875,0.0000000000
426.1402486165,101.1957066854,-1629.2274576823,0.0000000000
426.4330952962,99.9486592611,-1630.8459472656,0.0000000000
428.1941630046,92.1095708211,-1630.8459472656,0.0000000000
430.5937805176,80.1649780273,-1617.5609130859,0.0000000000
430.4584960938,80.8799718221,-1613.4668375651,0.0000000000
430.4403381348,80.9774220785,-1615.4776611328,0.0000000000
430.3014831543,81.6917343140,-1610.2797037760,0.0000000000
429.7314860026,84.6470947266,-1607.2490234375,0.0000000000
430.4584960938,80.8799718221,-1605.2786865234,0.0000000000
430.4403381348,80.9774220785,-1607.6024576823,0.0000000000
430.1480407715,82.5041783651,-1608.5093994141,0.0000000000
429.7429606120,84.5887374878,-1604.9252522786,0.0000000000
429.3197428385,86.7101389567,-1603.8618570964,0.0000000000
430.1776733398,82.3483708700,-1603.8618570964,0.0000000000
430.5937805176,80.1649780273,-1609.3727620443,0.0000000000
430.1661987305,82.4067281087,-1611.5400797526,0.0000000000
426.1632995605,101.0993016561,-1618.6033935547,0.0000000000
425.9730326335,101.9039154053,-1615.7354329427,0.0000000000
426.5172526042,99.5856552124,-1611.0301513672,0.0000000000
427.0083109538,97.4585723877,-1607.2490234375,0.0000000000
426.5172526042,99.5856552124,-1608.5093994141,0.0000000000
426.1402486165,101.1957066854,-1605.4803466797,0.0000000000
426.1632995605,101.0993016561,-1607.8041178385,0.0000000000
426.9950663249,97.5165532430,-1604.9252522786,0.0000000000
426.4809570312,99.7400410970,-1603.8618570964,0.0000000000
425.9730326335,101.9039154053,-1609.9777018229,0.0000000000
426.1632995605,101.0993016561,-1614.4641113281,0.0000000000
426.1632995605,101.0993016561,-1611.9433593750,0.0000000000
427.9543660482,93.2165679932,-1604.9252522786,0.0000000000
427.4712931315,95.4064203898,-1603.8618570964,0.0000000000
428.8703613281,88.9071528117,-1604.9252522786,0.0000000000
428.4175821940,91.0629704793,-1603.8618570964,0.0000000000
427.4887593587,95.3290685018,-1608.5093994141,0.0000000000
427.0083109538,97.4585723877,-1612.2905273438,0.0000000000
427.9585876465,93.1971969604,-1612.2905273438,0.0000000000
427.4887593587,95.3290685018,-1611.0301513672,0.0000000000
429.3042500814,86.7879079183,-1608.5093994141,0.0000000000
428.8663431803,88.9265645345,-1612.2905273438,0.0000000000
429.7314860026,84.6470947266,-1612.2905273438,0.0000000000
429.3042500814,86.7879079183,-1611.0301513672,0.0000000000
428.4177856445,91.0630111694,-1611.0301513672,0.0000000000
428.8663431803,88.9265645345,-1607.2490234375,0.0000000000
427.9585876465,93.1971969604,-1607.2490234375,0.0000000000
428.4177856445,91.0630111694,-1608.5093994141,0.0000000000
426.5172526042,99.5856552124,-1616.0716552734,0.0000000000
426.1402486165,101.1957066854,-1620.2328287760,0.0000000000
427.0083109538,97.4585723877,-1619.8528645833,0.0000000000
426.5172526042,99.5856552124,-1618.5924479167,0.0000000000
425.9730326335,101.9039154053,-1624.7301432292,0.0000000000
426.1632995605,101.0993016561,-1626.8818766276,0.0000000000
427.4887593587,95.3290685018,-1623.6340332031,0.0000000000
427.0083109538,97.4585723877,-1627.4151611328,0.0000000000
427.9585876465,93.1971969604,-1627.4151611328,0.0000000000
427.4887593587,95.3290685018,-1626.1547851562,0.0000000000
426.5172526042,99.5856552124,-1626.1547851562,0.0000000000
427.0083109538,97.4585723877,-1622.3736572266,0.0000000000
426.5172526042,99.5856552124,-1623.6340332031,0.0000000000
426.1632995605,101.0993016561,-1622.7426757812,0.0000000000
430.1480407715,82.5041783651,-1616.0716552734,0.0000000000
429.7314860026,84.6470947266,-1619.8528645833,0.0000000000
430.1480407715,82.5041783651,-1618.5924479167,0.0000000000
430.4403381348,80.9774220785,-1619.4153238932,0.0000000000
429.3042500814,86.7879079183,-1623.6340332031,0.0000000000
428.8663431803,88.9265645345,-1627.4151611328,0.0000000000
429.9273986816,83.6604919434,-1627.6940511068,0.0000000000
429.3042500814,86.7879079183,-1626.1547851562,0.0000000000
430.5937805176,80.1649780273,-1625.7491048177,0.0000000000
430.4403381348,80.9774220785,-1627.2905680339,0.0000000000
430.1480407715,82.5041783651,-1626.1547851562,0.0000000000
429.7314860026,84.6470947266,-1622.3736572266,0.0000000000
430.4584960938,80.8799718221,-1621.6550292969,0.0000000000
430.3014831543,81.6917343140,-1624.6133219401,0.0000000000
430.1661987305,82.4067281087,-1623.3529459635,0.0000000000
428.4177856445,91.0630111694,-1626.1547851562,0.0000000000
428.8663431803,88.9265645345,-1622.3736572266,0.0000000000
427.9585876465,93.1971969604,-1622.3736572266,0.0000000000
428.4177856445,91.0630111694,-1623.6340332031,0.0000000000
429.3042500814,86.7879079183,-1618.5924479167,0.0000000000
429.7314860026,84.6470947266,-1614.8112792969,0.0000000000
428.8663431803,88.9265645345,-1614.8112792969,0.0000000000
429.3042500814,86.7879079183,-1616.0716552734,0.0000000000
427.4887593587,95.3290685018,-1618.5924479167,0.0000000000
427.9585876465,93.1971969604,-1614.8112792969,0.0000000000
427.0083109538,97.4585723877,-1614.8112792969,0.0000000000
427.4887593587,95.3290685018,-1616.0716552734,0.0000000000
428.4177856445,91.0630111694,-1616.0716552734,0.0000000000
427.9585876465,93.1971969604,-1619.8528645833,0.0000000000
428.8663431803,88.9265645345,-1619.8528645833,0.0000000000
428.4177856445,91.0630111694,-1618.5924479167,0.0000000000
434.0570271810,58.5726343791,-1626.1719970703,0.0000000000
433.5566101074,62.1528981527,-1629.6521809896,0.0000000000
432.9591979980,66.1850306193,-1629.6521809896,0.0000000000
432.7170206706,67.7560831706,-1630.7916666667,0.0000000000
433.2934061686,63.9691111247,-1630.7916666667,0.0000000000
433.7969563802,60.4677925110,-1629.8175455729,0.0000000000
432.1306966146,71.3906529744,-1629.6521809896,0.0000000000
431.3473307292,76.0008697510,-1627.5983072917,0.0000000000
431.7318318685,73.7764104207,-1629.9853515625,0.0000000000
431.0765279134,77.5110905965,-1628.7755533854,0.0000000000
432.3400472005,70.1161626180,-1630.7916666667,0.0000000000
434.1664632161,57.7660090129,-1618.0967203776,0.0000000000
433.9564412435,59.2858734131,-1616.9427490234,0.0000000000
433.8470052083,60.0924987793,-1611.0464274089,0.0000000000
433.5452473958,62.2321980794,-1607.3037109375,0.0000000000
434.0570271810,58.5726343791,-1607.7134602865,0.0000000000
433.8470052083,60.0924987793,-1608.5512695312,0.0000000000
434.0693969727,58.4797363281,-1605.3800048828,0.0000000000
433.5532328288,62.1765365601,-1604.9702555339,0.0000000000
433.2437744141,64.2961959839,-1603.8843587240,0.0000000000
433.8673604329,59.9439392090,-1603.8843587240,0.0000000000
434.1664632161,57.7660090129,-1609.6188557943,0.0000000000
434.0693969727,58.4797363281,-1613.8577880859,0.0000000000
434.0570271810,58.5726343791,-1611.7042643229,0.0000000000
430.7214965820,79.4758733114,-1617.5450439453,0.0000000000
431.1209513346,77.2569376628,-1615.4586995443,0.0000000000
431.1209513346,77.2569376628,-1611.5466715495,0.0000000000
431.5134073893,75.0367685954,-1607.3037109375,0.0000000000
431.1379496257,77.1647720337,-1608.5512695312,0.0000000000
430.8671468099,78.6749928792,-1607.6346435547,0.0000000000
431.1113077799,77.3123346965,-1603.8843587240,0.0000000000
430.8501485189,78.7671585083,-1605.3011881510,0.0000000000
431.5037638346,75.0921656291,-1604.9702555339,0.0000000000
430.7214965820,79.4758733114,-1609.3824462891,0.0000000000
430.8501485189,78.7671585083,-1613.4637451172,0.0000000000
430.9922993978,77.9656524658,-1610.2990722656,0.0000000000
432.2297668457,70.7938308716,-1604.9702555339,0.0000000000
431.8656819661,72.9808324178,-1603.8843587240,0.0000000000
432.9129435221,66.4884770711,-1604.9702555339,0.0000000000
432.5765279134,68.6419754028,-1603.8843587240,0.0000000000
431.8783569336,72.9069366455,-1608.5512695312,0.0000000000
431.5134073893,75.0367685954,-1612.2940266927,0.0000000000
432.2327982585,70.7753321330,-1612.2940266927,0.0000000000
431.8783569336,72.9069366455,-1611.0464274089,0.0000000000
433.2329406738,64.3703842163,-1608.5512695312,0.0000000000
432.9100952148,66.5070037842,-1612.2940266927,0.0000000000
433.5452473958,62.2321980794,-1612.2940266927,0.0000000000
433.2329406738,64.3703842163,-1611.0464274089,0.0000000000
432.5767110189,68.6420033773,-1611.0464274089,0.0000000000
432.9100952148,66.5070037842,-1607.3037109375,0.0000000000
432.2327982585,70.7753321330,-1607.3037109375,0.0000000000
432.5767110189,68.6420033773,-1608.5512695312,0.0000000000
430.9922993978,77.9656524658,-1616.7062988281,0.0000000000
431.5134073893,75.0367685954,-1619.7796223958,0.0000000000
430.8501485189,78.7671585083,-1621.6263427734,0.0000000000
430.8671468099,78.6749928792,-1619.3707682292,0.0000000000
431.1379496257,77.1647720337,-1618.5320231120,0.0000000000
430.7214965820,79.4758733114,-1625.7076416016,0.0000000000
430.8671468099,78.6749928792,-1627.1948242188,0.0000000000
431.8783569336,72.9069366455,-1623.5224202474,0.0000000000
431.5941365560,74.5815811157,-1627.5983072917,0.0000000000
432.2327982585,70.7753321330,-1627.2651367188,0.0000000000
431.8783569336,72.9069366455,-1626.0175781250,0.0000000000
431.1379496257,77.1647720337,-1626.0175781250,0.0000000000
431.5134073893,75.0367685954,-1622.2748209635,0.0000000000
431.1379496257,77.1647720337,-1623.5224202474,0.0000000000
430.8671468099,78.6749928792,-1623.2827962240,0.0000000000
433.8593750000,59.9996007284,-1615.6951497396,0.0000000000
433.5452473958,62.2321980794,-1619.7796223958,0.0000000000
433.8470052083,60.0924987793,-1618.5320231120,0.0000000000
434.1664632161,57.7660090129,-1623.5832112630,0.0000000000
434.0570271810,58.5726343791,-1619.6859944661,0.0000000000
433.2329406738,64.3703842163,-1623.5224202474,0.0000000000
432.9100952148,66.5070037842,-1627.2651367188,0.0000000000
433.5452473958,62.2321980794,-1627.2651367188,0.0000000000
433.2329406738,64.3703842163,-1626.0175781250,0.0000000000
433.9956156413,59.0272280375,-1627.5849202474,0.0000000000
433.8470052083,60.0924987793,-1626.0175781250,0.0000000000
434.0570271810,58.5726343791,-1622.1811930339,0.0000000000
433.5452473958,62.2321980794,-1622.2748209635,0.0000000000
433.8470052083,60.0924987793,-1623.5224202474,0.0000000000
432.5767110189,68.6420033773,-1626.0175781250,0.0000000000
432.9100952148,66.5070037842,-1622.2748209635,0.0000000000
432.2327982585,70.7753321330,-1622.2748209635,0.0000000000
432.5767110189,68.6420033773,-1623.5224202474,0.0000000000
433.2329406738,64.3703842163,-1618.5320231120,0.0000000000
433.5452473958,62.2321980794,-1614.7892252604,0.0000000000
432.9100952148,66.5070037842,-1614.7892252604,0.0000000000
433.2329406738,64.3703842163,-1616.0368245443,0.0000000000
431.8783569336,72.9069366455,-1618.5320231120,0.0000000000
432.2327982585,70.7753321330,-1614.7892252604,0.0000000000
431.5134073893,75.0367685954,-1614.7892252604,0.0000000000
431.8783569336,72.9069366455,-1616.0368245443,0.0000000000
432.5767110189,68.6420033773,-1616.0368245443,0.0000000000
432.2327982585,70.7753321330,-1619.7796223958,0.0000000000
432.9100952148,66.5070037842,-1619.7796223958,0.0000000000
432.5767110189,68.6420033773,-1618.5320231120,0.0000000000
418.6097106934,128.8411204020,-1629.7607421875,0.0000000000
417.3572387695,132.8412780762,-1629.7607421875,0.0000000000
416.8818054199,134.3278554281,-1630.8459472656,0.0000000000
418.0966695150,130.4986724854,-1630.8459472656,0.0000000000
419.2762247721,126.6584701538,-1630.8459472656,0.0000000000
415.6643473307,138.0454610189,-1629.7607421875,0.0000000000
414.1582845052,142.5115865072,-1627.6940511068,0.0000000000
414.8840942383,140.3797098796,-1630.0396321615,0.0000000000
413.6480509440,143.9799448649,-1628.8298339844,0.0000000000
416.0883687337,136.7638142904,-1630.8459472656,0.0000000000
419.6178995768,125.5270868937,-1614.4641113281,0.0000000000
419.1676127116,127.0149230957,-1611.0301513672,0.0000000000
418.5293375651,129.1025543213,-1607.2490234375,0.0000000000
419.6178995768,125.5270868937,-1607.8041178385,0.0000000000
419.1676127116,127.0149230957,-1608.5093994141,0.0000000000
418.5468546549,129.0457204183,-1604.9252522786,0.0000000000
417.9042154948,131.1112620036,-1603.8618570964,0.0000000000
419.6461385091,125.4320678711,-1605.4803466797,0.0000000000
419.2133687337,126.8630701701,-1603.8618570964,0.0000000000
419.8554280599,124.7351328532,-1609.9777018229,0.0000000000
419.8554280599,124.7351328532,-1615.7354329427,0.0000000000
419.6178995768,125.5270868937,-1611.9433593750,0.0000000000
412.9876505534,145.8719838460,-1617.5609130859,0.0000000000
413.2609761556,145.0916646322,-1615.4776611328,0.0000000000
413.7382100423,143.7167765299,-1611.5400797526,0.0000000000
414.4819132487,141.5592041016,-1607.2490234375,0.0000000000
413.7712097168,143.6233062744,-1608.5093994141,0.0000000000
413.2609761556,145.0916646322,-1607.6024576823,0.0000000000
413.2279764811,145.1851348877,-1605.2786865234,0.0000000000
414.4626770020,141.6154836019,-1604.9252522786,0.0000000000
413.7189737956,143.7730560303,-1603.8618570964,0.0000000000
412.9876505534,145.8719838460,-1609.3727620443,0.0000000000
413.2279764811,145.1851348877,-1613.4668375651,0.0000000000
413.4978841146,144.4036254883,-1610.2797037760,0.0000000000
415.8662007650,137.4393310547,-1604.9252522786,0.0000000000
415.1568705241,139.5666910807,-1603.8618570964,0.0000000000
417.2276407878,133.2492675781,-1604.9252522786,0.0000000000
416.5520019531,135.3459523519,-1603.8618570964,0.0000000000
415.1823323568,139.4915873210,-1608.5093994141,0.0000000000
414.4819132487,141.5592041016,-1612.2905273438,0.0000000000
415.8724263509,137.4205067952,-1612.2905273438,0.0000000000
415.1823323568,139.4915873210,-1611.0301513672,0.0000000000
417.8806660970,131.1869812012,-1608.5093994141,0.0000000000
417.2216084798,133.2681528727,-1612.2905273438,0.0000000000
418.5293375651,129.1025543213,-1612.2905273438,0.0000000000
417.8806660970,131.1869812012,-1611.0301513672,0.0000000000
416.5521952311,135.3460133870,-1611.0301513672,0.0000000000
417.2216084798,133.2681528727,-1607.2490234375,0.0000000000
415.8724263509,137.4205067952,-1607.2490234375,0.0000000000
416.5521952311,135.3460133870,-1608.5093994141,0.0000000000
413.7712097168,143.6233062744,-1616.0716552734,0.0000000000
414.4819132487,141.5592041016,-1619.8528645833,0.0000000000
413.2279764811,145.1851348877,-1621.6550292969,0.0000000000
413.2609761556,145.0916646322,-1619.4153238932,0.0000000000
413.7712097168,143.6233062744,-1618.5924479167,0.0000000000
412.9876505534,145.8719838460,-1625.7491048177,0.0000000000
413.2609761556,145.0916646322,-1627.2905680339,0.0000000000
415.1823323568,139.4915873210,-1623.6340332031,0.0000000000
414.6286621094,141.1343332926,-1627.6940511068,0.0000000000
415.8724263509,137.4205067952,-1627.4151611328,0.0000000000
415.1823323568,139.4915873210,-1626.1547851562,0.0000000000
413.7712097168,143.6233062744,-1626.1547851562,0.0000000000
414.4819132487,141.5592041016,-1622.3736572266,0.0000000000
413.4978841146,144.4036254883,-1624.6133219401,0.0000000000
413.7382100423,143.7167765299,-1623.3529459635,0.0000000000
419.1676127116,127.0149230957,-1616.0716552734,0.0000000000
418.5293375651,129.1025543213,-1619.8528645833,0.0000000000
419.6178995768,125.5270868937,-1618.6033935547,0.0000000000
419.1676127116,127.0149230957,-1618.5924479167,0.0000000000
417.8806660970,131.1869812012,-1623.6340332031,0.0000000000
417.2216084798,133.2681528727,-1627.4151611328,0.0000000000
418.5293375651,129.1025543213,-1627.4151611328,0.0000000000
417.8806660970,131.1869812012,-1626.1547851562,0.0000000000
419.8554280599,124.7351328532,-1624.7301432292,0.0000000000
419.6461385091,125.4320678711,-1629.2274576823,0.0000000000
419.6178995768,125.5270868937,-1626.8818766276,0.0000000000
419.1676127116,127.0149230957,-1626.1547851562,0.0000000000
418.5293375651,129.1025543213,-1622.3736572266,0.0000000000
