# X,Y,Z,HeatFlux
774.6727701823,221.9066518148,-1572.7667643229,0.0000000000
773.6734822591,224.8504384359,-1572.7667643229,0.0000000000
774.9637858073,223.6469370524,-1572.4378255208,0.0000000000
777.7092488607,231.1448720296,-1570.4643961589,0.0000000000
779.5815836589,233.4219512939,-1569.4777018229,0.0000000000
780.5808919271,230.4781697591,-1569.4777018229,0.0000000000
779.2905680339,231.6816660563,-1569.8065999349,0.0000000000
781.4539591471,235.6990254720,-1568.4910074870,0.0000000000
783.3263346354,237.9761047363,-1567.5042317708,0.0000000000
784.3256022135,235.0323232015,-1567.5042317708,0.0000000000
783.0352986654,236.2358194987,-1567.8331705729,0.0000000000
783.4525146484,229.8114624023,-1568.4910074870,0.0000000000
785.3248697917,232.0885365804,-1567.5042317708,0.0000000000
786.3241373698,229.1447550456,-1567.5042317708,0.0000000000
785.0338338216,230.3482513428,-1567.8331705729,0.0000000000
784.0345662435,233.2920328776,-1567.8331705729,0.0000000000
782.1622111003,231.0149586995,-1568.8199055990,0.0000000000
781.1629231771,233.9587402344,-1568.8199055990,0.0000000000
782.4532267253,232.7552439372,-1568.4910074870,0.0000000000
781.7063395182,219.3697408040,-1570.4643961589,0.0000000000
783.5787150065,221.6468200684,-1569.4777018229,0.0000000000
783.2876790365,219.9065348307,-1569.8065999349,0.0000000000
785.4510904948,223.9238942464,-1568.4910074870,0.0000000000
787.3234456380,226.2009735107,-1567.5042317708,0.0000000000
788.3227335612,223.2571919759,-1567.5042317708,0.0000000000
787.0324300130,224.4606882731,-1567.8331705729,0.0000000000
789.3220011393,220.3134053548,-1567.5042317708,0.0000000000
790.2485148112,218.7873179118,-1567.3518880208,0.0000000000
785.2348429362,218.8797098796,-1569.2103271484,0.0000000000
786.8161824544,219.4164988200,-1568.5525309245,0.0000000000
788.7306111654,218.9720255534,-1567.8946940104,0.0000000000
788.0316975911,221.5169016520,-1567.8331705729,0.0000000000
784.7396240234,217.6774800618,-1569.5472412109,0.0000000000
785.1600545247,222.1836090088,-1568.8199055990,0.0000000000
786.4503580729,220.9801127116,-1568.4910074870,0.0000000000
786.0331217448,227.4044698079,-1567.8331705729,0.0000000000
784.1607869466,225.1273905436,-1568.8199055990,0.0000000000
783.1614990234,228.0711771647,-1568.8199055990,0.0000000000
784.4518025716,226.8676808675,-1568.4910074870,0.0000000000
782.2884114583,222.8503163656,-1569.8065999349,0.0000000000
780.4160359701,220.5732371012,-1570.7932942708,0.0000000000
779.4167683919,223.5170237223,-1570.7932942708,0.0000000000
780.7070719401,222.3135274251,-1570.4643961589,0.0000000000
780.2898763021,228.7378794352,-1569.8065999349,0.0000000000
778.4175008138,226.4608052572,-1570.7932942708,0.0000000000
777.4182332357,229.4045867920,-1570.7932942708,0.0000000000
778.7085367839,228.2010904948,-1570.4643961589,0.0000000000
779.7078043620,225.2573089600,-1570.4643961589,0.0000000000
781.5801798503,227.5343831380,-1569.4777018229,0.0000000000
782.5794474284,224.5906016032,-1569.4777018229,0.0000000000
781.2891438802,225.7940979004,-1569.8065999349,0.0000000000
781.7693074544,216.8821970622,-1570.7558593750,0.0000000000
778.5437011719,218.2961629232,-1571.7799886068,0.0000000000
777.2176717122,215.5501200358,-1572.6223144531,0.0000000000
775.6720784505,218.9628702799,-1572.7667643229,0.0000000000
776.9623819987,217.7593739827,-1572.4378255208,0.0000000000
776.0353800456,216.0764109294,-1572.9967041016,0.0000000000
772.6659952799,214.2180480957,-1574.4888102214,0.0000000000
772.8004353841,219.6295776367,-1573.7534993490,0.0000000000
770.9280598958,217.3525034587,-1574.7401936849,0.0000000000
769.9287923177,220.2962849935,-1574.7401936849,0.0000000000
771.2190958659,219.0927886963,-1574.4112955729,0.0000000000
772.2183634440,216.1490071615,-1574.4112955729,0.0000000000
774.0907389323,218.4260813395,-1573.4246012370,0.0000000000
774.4540405273,215.5396219889,-1573.6545410156,0.0000000000
773.7997029622,216.6857961019,-1573.7534993490,0.0000000000
779.1018676758,217.0108439128,-1571.7345377604,0.0000000000
780.6831868490,217.5476328532,-1571.0767415365,0.0000000000
790.3882039388,315.8821309408,-1555.0058186849,0.0000000000
791.9399210612,317.8359680176,-1554.1796468099,0.0000000000
791.9047037760,319.2695007324,-1554.0112711589,0.0000000000
790.6792399089,317.6224161784,-1554.6769205729,0.0000000000
790.1456909180,319.6786092122,-1554.6156005859,0.0000000000
788.5158284505,313.6050516764,-1555.9925130208,0.0000000000
789.2236938477,318.4673156738,-1555.1128743490,0.0000000000
786.6434733073,311.3279724121,-1556.9792073568,0.0000000000
785.6441853841,314.2717488607,-1556.9792073568,0.0000000000
786.9344889323,313.0682576497,-1556.6503092448,0.0000000000
784.7711385091,309.0508931478,-1557.9659830729,0.0000000000
782.8987630208,306.7738240560,-1558.9527180990,0.0000000000
781.8994954427,309.7176106771,-1558.9527180990,0.0000000000
783.1897989909,308.5141092936,-1558.6238199870,0.0000000000
782.7725423177,314.9384663900,-1557.9659830729,0.0000000000
780.9002075195,312.6613871257,-1558.9527180990,0.0000000000
781.1912231445,314.4016723633,-1558.6238199870,0.0000000000
782.1905110677,311.4578959147,-1558.6238199870,0.0000000000
784.0628458659,313.7349650065,-1557.6370442708,0.0000000000
785.0621541341,310.7911783854,-1557.6370442708,0.0000000000
783.7718302409,311.9946797689,-1557.9659830729,0.0000000000
781.3016560872,316.2504679362,-1558.3484700521,0.0000000000
784.6406656901,316.8050842285,-1557.0327555339,0.0000000000
783.0593261719,316.2683003743,-1557.6905924479,0.0000000000
785.9352213542,316.0120340983,-1556.6503092448,0.0000000000
788.8068644206,315.3453369141,-1555.6636149089,0.0000000000
787.6423543294,317.9305216471,-1555.7706705729,0.0000000000
787.5165608724,316.5488281250,-1555.9925130208,0.0000000000
785.7236735026,317.9645385742,-1556.4820149740,0.0000000000
781.0263875326,304.4967447917,-1559.9394124349,0.0000000000
779.1540323893,302.2196655273,-1560.9261067708,0.0000000000
778.1547444661,305.1634419759,-1560.9261067708,0.0000000000
779.4450480143,303.9599507650,-1560.5972086589,0.0000000000
777.2816975911,299.9425862630,-1561.9128011068,0.0000000000
775.4093221029,297.6655171712,-1562.8995768229,0.0000000000
774.4100545247,300.6093037923,-1562.8995768229,0.0000000000
775.7003580729,299.4058024089,-1562.5706380208,0.0000000000
775.2831217448,305.8301595052,-1561.9128011068,0.0000000000
773.4107869466,303.5530904134,-1562.8995768229,0.0000000000
772.4114786784,306.4968668620,-1562.8995768229,0.0000000000
773.7018025716,305.2933756510,-1562.5706380208,0.0000000000
774.7010904948,302.3495890299,-1562.5706380208,0.0000000000
776.5734252930,304.6266581217,-1561.5839029948,0.0000000000
777.5727132161,301.6828715007,-1561.5839029948,0.0000000000
776.2824096680,302.8863728841,-1561.9128011068,0.0000000000
773.5369669596,295.3884379069,-1563.8863118490,0.0000000000
771.6646321615,293.1113586426,-1564.8730061849,0.0000000000
770.6653238932,296.0551350911,-1564.8730061849,0.0000000000
771.9556477865,294.8516438802,-1564.5441080729,0.0000000000
769.7922566732,290.8342793783,-1565.8597005208,0.0000000000
767.9198811849,288.5572102865,-1566.8463948568,0.0000000000
766.9206136068,291.5009969076,-1566.8463948568,0.0000000000
768.2109171549,290.2974955241,-1566.5174967448,0.0000000000
767.7937011719,296.7218526204,-1565.8597005208,0.0000000000
765.9213460286,294.4447835286,-1566.8463948568,0.0000000000
764.9220784505,297.3885599772,-1566.8463948568,0.0000000000
766.2123819987,296.1850687663,-1566.5174967448,0.0000000000
767.2116495768,293.2412821452,-1566.5174967448,0.0000000000
769.0840047201,295.5183512370,-1565.5308024089,0.0000000000
770.0832926432,292.5745646159,-1565.5308024089,0.0000000000
768.7929890951,293.7780659993,-1565.8597005208,0.0000000000
769.5398559570,307.1635640462,-1563.8863118490,0.0000000000
767.6675008138,304.8864949544,-1564.8730061849,0.0000000000
766.6682332357,307.8302815755,-1564.8730061849,0.0000000000
767.9585367839,306.6267801921,-1564.5441080729,0.0000000000
765.7951253255,302.6094258626,-1565.8597005208,0.0000000000
763.9227701823,300.3323364258,-1566.8463948568,0.0000000000
762.9234822591,303.2761230469,-1566.8463948568,0.0000000000
764.2137858073,302.0726318359,-1566.5174967448,0.0000000000
761.9242146810,306.2198994954,-1566.8463948568,0.0000000000
760.1489257812,307.4578755697,-1567.3518880208,0.0000000000
763.2145182292,305.0164082845,-1566.5174967448,0.0000000000
762.0587972005,307.5127156576,-1566.6325276693,0.0000000000
765.0868937174,307.2934875488,-1565.5308024089,0.0000000000
766.0861612956,304.3497111003,-1565.5308024089,0.0000000000
764.7958577474,305.5532023112,-1565.8597005208,0.0000000000
765.2130940755,299.1288452148,-1566.5174967448,0.0000000000
767.0854288737,301.4059244792,-1565.5308024089,0.0000000000
768.0847167969,298.4621378581,-1565.5308024089,0.0000000000
766.7944132487,299.6656392415,-1565.8597005208,0.0000000000
768.9578043620,303.6829935710,-1564.5441080729,0.0000000000
770.8301595052,305.9600728353,-1563.5574137370,0.0000000000
771.8294474284,303.0162963867,-1563.5574137370,0.0000000000
770.5391438802,304.2197875977,-1563.8863118490,0.0000000000
770.9563395182,297.7954203288,-1564.5441080729,0.0000000000
772.8287150065,300.0725097656,-1563.5574137370,0.0000000000
773.8279825846,297.1287231445,-1563.5574137370,0.0000000000
772.5376790365,298.3322143555,-1563.8863118490,0.0000000000
771.5384114583,301.2760009766,-1563.8863118490,0.0000000000
769.6660359701,298.9989217122,-1564.8730061849,0.0000000000
768.6667683919,301.9427083333,-1564.8730061849,0.0000000000
769.9570719401,300.7392069499,-1564.5441080729,0.0000000000
764.5709228516,309.1719462077,-1565.4854329427,0.0000000000
768.9928995768,310.8860168457,-1563.6189778646,0.0000000000
766.6418050130,309.1749471029,-1564.7126057943,0.0000000000
769.8308715820,308.9038492839,-1563.5574137370,0.0000000000
763.6401367188,308.0495096842,-1565.9747314453,0.0000000000
772.7024943034,308.2371520996,-1562.5706380208,0.0000000000
774.5748697917,310.5142313639,-1561.5839029948,0.0000000000
775.5741373698,307.5704447428,-1561.5839029948,0.0000000000
774.2838338216,308.7739461263,-1561.9128011068,0.0000000000
775.8077799479,312.4993794759,-1560.8726806641,0.0000000000
779.3188883464,312.1245930990,-1559.6105143229,0.0000000000
780.0576782227,315.1428629557,-1558.9527587891,0.0000000000
777.3891194661,313.0361633301,-1560.2148844401,0.0000000000
777.8368937174,314.3141479492,-1559.8860270182,0.0000000000
778.4457804362,306.9037272135,-1560.5972086589,0.0000000000
780.3181559245,309.1808166504,-1559.6105143229,0.0000000000
781.3174235026,306.2370300293,-1559.6105143229,0.0000000000
780.0271199544,307.4405212402,-1559.9394124349,0.0000000000
779.0278523763,310.3843078613,-1559.9394124349,0.0000000000
777.1554768880,308.1072285970,-1560.9261067708,0.0000000000
776.1562093099,311.0510152181,-1560.9261067708,0.0000000000
777.4465128581,309.8475138346,-1560.5972086589,0.0000000000
773.4148966471,312.6000874837,-1561.7524820964,0.0000000000
771.4121907552,309.4406433105,-1562.8995768229,0.0000000000
768.2231241862,309.7117309570,-1564.0548095703,0.0000000000
771.2247721354,310.8371683757,-1562.7926432292,0.0000000000
772.8061116536,311.3739624023,-1562.1348063151,0.0000000000
766.0475260417,286.2801411947,-1567.8331705729,0.0000000000
