# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
3.86          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.698485e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.87          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.700064e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.88          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.701641e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.89          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.703214e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.9           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.704783e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.91          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.706350e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.92          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.707914e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.93          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.709475e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.94          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.711034e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.95          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.712590e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.96          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.714145e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.97          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.715697e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.98          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.717247e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.99          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.718795e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4             	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.720341e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.01          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.721885e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.02          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.723427e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.03          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.724968e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.04          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.726506e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.05          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.728043e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.06          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.729578e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.07          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.731112e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.08          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.732645e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.09          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.734175e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.1           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.735702e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.11          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.737226e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.12          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.738748e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.13          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.740267e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.14          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.741783e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.15          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.743298e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.16          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.744810e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.17          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.746320e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.18          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.747828e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.19          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.749334e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.2           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.750839e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.21          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.752343e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.22          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.753845e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.23          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.755345e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.24          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.756843e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.25          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.758340e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.26          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.759835e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.27          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.761328e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.28          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.762820e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.29          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.764310e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.3           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.765798e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.31          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.767284e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.32          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.768769e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.33          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.770253e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.34          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.771734e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.35          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.773214e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.36          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.774693e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.37          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.776169e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.38          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.777644e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.39          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.779112e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.4           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.780580e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.41          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.782048e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.42          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.783515e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.43          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.784981e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.44          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.786445e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.45          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.787908e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.46          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.789369e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.47          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.790828e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.48          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.792286e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.49          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.793742e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.5           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.795196e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.51          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.796648e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.52          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.798098e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.53          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.799546e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.54          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.800992e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.55          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.802434e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.56          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.803872e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.57          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.805307e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.58          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.806740e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.59          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.808169e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.6           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.809597e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.61          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.811022e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.62          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.812445e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.63          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.813866e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.64          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.815285e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.65          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.816702e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.66          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.818117e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.67          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.819531e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.68          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.820944e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.69          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.822356e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.7           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.823768e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.71          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.825179e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.72          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.826589e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.73          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.827998e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.74          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.829406e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.75          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.830813e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.76          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.832219e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.77          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.833624e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.78          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.835027e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.79          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.836430e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.8           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.837832e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.81          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.839232e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.82          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.840632e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.83          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.842030e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.84          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.843427e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.85          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.844824e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.86          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.846220e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.87          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.847615e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.88          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.849007e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.89          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.850397e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.9           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.851785e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.91          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.853170e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.92          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.854554e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.93          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.855936e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.94          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.857316e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.95          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.858694e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.96          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.860070e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.97          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.861445e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.98          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.862818e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
4.99          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.864189e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
5             	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.865558e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
5.01          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.464716e+03	(5.499417e+02 1.323049e+02 -1.603567e+03)
5.02          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.419180e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.03          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.375369e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.04          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.334042e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.05          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.295363e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.06          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.259243e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.07          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.225505e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.08          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.193969e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.09          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.164453e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.1           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.136781e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.11          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.110794e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.12          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.086345e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.13          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.063294e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.14          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.041520e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.15          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.020916e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.16          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.001383e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.17          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.982832e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.18          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.965179e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.19          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.948349e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.2           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.932280e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.21          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.916912e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.22          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.902192e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.23          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.888074e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.24          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.874513e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.25          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.861468e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.26          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.848905e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.27          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.836791e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.28          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.825095e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.29          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.813792e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.3           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.802856e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.31          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.792265e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.32          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.781998e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.33          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.772035e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.34          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.762359e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.35          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.752954e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.36          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.743806e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.37          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.734902e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.38          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.726227e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.39          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.717769e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.4           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.709519e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.41          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.701465e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.42          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.693598e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.43          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.685910e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.44          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.678391e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.45          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.671036e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.46          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.663837e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.47          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.656787e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.48          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.649879e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.49          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.643109e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.5           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.636471e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.51          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.629958e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.52          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.623567e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.53          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.617293e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.54          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.611130e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.55          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.605076e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.56          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.599125e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.57          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.593275e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.58          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.587521e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.59          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.581861e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.6           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.576291e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.61          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.570808e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.62          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.565410e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.63          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.560095e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.64          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.554859e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
