# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
2.07          	T             	3.000000e+02	(4.722078e+02 1.942335e+02 -1.604461e+03)	2.325634e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.08          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.328551e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.09          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.331461e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.1           	T             	3.000000e+02	(4.488434e+02 1.809063e+02 -1.604673e+03)	2.334366e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.11          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.337265e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.12          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.340159e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.13          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.343047e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.14          	T             	3.000000e+02	(4.491536e+02 1.809765e+02 -1.603898e+03)	2.345929e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.15          	T             	3.000000e+02	(4.488580e+02 1.808521e+02 -1.604222e+03)	2.348804e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.16          	T             	3.000000e+02	(4.479679e+02 1.811921e+02 -1.603895e+03)	2.351673e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.17          	T             	3.000000e+02	(4.721838e+02 1.926736e+02 -1.604031e+03)	2.354536e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.18          	T             	3.000000e+02	(4.721838e+02 1.926736e+02 -1.604031e+03)	2.357388e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.19          	T             	3.000000e+02	(4.523583e+02 1.855781e+02 -1.604218e+03)	2.360230e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.2           	T             	3.000000e+02	(4.525005e+02 1.853288e+02 -1.603935e+03)	2.363063e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.21          	T             	3.000000e+02	(4.718502e+02 1.925656e+02 -1.603851e+03)	2.365887e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.22          	T             	3.000000e+02	(4.704814e+02 1.928639e+02 -1.604190e+03)	2.368703e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.23          	T             	3.000000e+02	(4.706230e+02 1.939114e+02 -1.604118e+03)	2.371510e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.24          	T             	3.000000e+02	(4.707209e+02 1.936501e+02 -1.603878e+03)	2.374306e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.25          	T             	3.000000e+02	(4.508895e+02 1.855608e+02 -1.604060e+03)	2.377091e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.26          	T             	3.000000e+02	(4.718831e+02 1.939032e+02 -1.604007e+03)	2.379868e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.27          	T             	3.000000e+02	(4.706230e+02 1.939114e+02 -1.604118e+03)	2.382636e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.28          	T             	3.000000e+02	(4.474135e+02 1.840413e+02 -1.604471e+03)	2.385396e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.29          	T             	3.000000e+02	(4.489572e+02 1.840940e+02 -1.604051e+03)	2.388149e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.3           	T             	3.000000e+02	(4.718831e+02 1.939032e+02 -1.604007e+03)	2.390895e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.31          	T             	3.000000e+02	(4.478780e+02 1.835528e+02 -1.603869e+03)	2.393633e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.32          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.396366e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.33          	T             	3.000000e+02	(4.474135e+02 1.840413e+02 -1.604471e+03)	2.399091e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.34          	T             	3.000000e+02	(4.478780e+02 1.835528e+02 -1.603869e+03)	2.401811e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.35          	T             	3.000000e+02	(4.707209e+02 1.936501e+02 -1.603878e+03)	2.404500e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.36          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.407165e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.37          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.409820e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.38          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.412470e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.39          	T             	3.000000e+02	(4.474135e+02 1.840413e+02 -1.604471e+03)	2.415115e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.4           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.417754e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.41          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.420389e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.42          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.423019e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.43          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.425644e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.44          	T             	3.000000e+02	(4.474135e+02 1.840413e+02 -1.604471e+03)	2.428264e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.45          	T             	3.000000e+02	(4.489572e+02 1.840940e+02 -1.604051e+03)	2.430879e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.46          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.433490e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.47          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.436096e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.48          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.438697e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.49          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.441294e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.5           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.443886e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.51          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.446475e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.52          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.449060e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.53          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.451643e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.54          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.454222e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.55          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.456799e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.56          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.459373e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.57          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.461944e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.58          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.464513e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.59          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.467077e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.6           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.469637e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.61          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.472193e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.62          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.474745e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.63          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.477293e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.64          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.479836e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.65          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.482374e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.66          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.484907e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.67          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.487435e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.68          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.489957e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.69          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.492475e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.7           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.494987e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.71          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.497496e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.72          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.500000e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.73          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.502498e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.74          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.504392e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.75          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.506284e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.76          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.508173e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.77          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.510060e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.78          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.511945e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.79          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.513828e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.8           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.515708e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.81          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.517585e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.82          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.519460e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.83          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.521332e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.84          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.523201e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.85          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.525067e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.86          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.526929e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.87          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.528787e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.88          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.530643e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.89          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.532494e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.9           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.534342e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.91          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.536185e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.92          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.538025e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.93          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.539862e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.94          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.541695e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.95          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.543524e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.96          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.545350e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.97          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.547172e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.98          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.548992e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
2.99          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.550810e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3             	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.552626e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.01          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.554440e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.02          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.556252e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.03          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.558062e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.04          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.559869e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.05          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.561674e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.06          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.563479e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.07          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.565281e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.08          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.567081e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.09          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.568879e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.1           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.570674e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.11          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.572466e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.12          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.574256e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.13          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.576043e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.14          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.577828e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.15          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.579611e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.16          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.581391e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.17          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.583168e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.18          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.584942e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.19          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.586714e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.2           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.588483e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.21          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.590249e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.22          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.592013e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.23          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.593775e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.24          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.595534e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.25          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.597290e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.26          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.599044e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.27          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.600795e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.28          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.602543e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.29          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.604286e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.3           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.606026e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.31          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.607763e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.32          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.609496e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.33          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.611226e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.34          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.612951e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.35          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.614674e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.36          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.616393e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.37          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.618108e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.38          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.619817e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.39          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.621521e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.4           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.623222e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.41          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.624918e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.42          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.626611e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.43          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.628300e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.44          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.629986e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.45          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.631669e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.46          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.633349e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.47          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.635027e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.48          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.636702e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.49          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.638374e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.5           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.640043e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.51          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.641710e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.52          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.643374e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.53          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.645036e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.54          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.646696e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.55          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.648353e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.56          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.650008e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.57          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.651660e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.58          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.653309e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.59          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.654957e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.6           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.656602e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.61          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.658245e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.62          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.659887e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.63          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.661525e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.64          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.663160e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.65          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.664793e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.66          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.666422e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.67          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.668049e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.68          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.669672e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.69          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.671294e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.7           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.672912e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.71          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.674528e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.72          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.676141e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.73          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.677751e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.74          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.679360e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.75          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.680966e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.76          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.682569e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.77          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.684171e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.78          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.685770e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.79          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.687367e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.8           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.688962e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.81          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.690555e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.82          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.692145e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.83          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.693733e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.84          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.695319e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
3.85          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	2.696903e+03	(5.608058e+02 8.688979e+01 -1.603418e+03)
