# X,Y,Z,HeatFlux
821.7996826172,123.8586400350,-1562.8078206380,0.0000000000
822.9218750000,122.4970194499,-1562.4789225260,0.0000000000
823.3467407227,128.9208806356,-1561.8211263021,0.0000000000
821.1931762695,126.9076716105,-1562.8078206380,0.0000000000
820.5866902669,129.9567006429,-1562.8078206380,0.0000000000
821.7088623047,128.5950851440,-1562.4789225260,0.0000000000
822.3153686523,125.5460535685,-1562.4789225260,0.0000000000
824.4689331055,127.5592600505,-1561.4922281901,0.0000000000
825.0754191081,124.5102259318,-1561.4922281901,0.0000000000
823.9532470703,125.8718465169,-1561.8211263021,0.0000000000
820.2526245117,118.7964070638,-1563.7945963542,0.0000000000
818.0990600586,116.7832005819,-1564.7813313802,0.0000000000
817.4925537109,119.8322347005,-1564.7813313802,0.0000000000
818.6147460938,118.4706141154,-1564.4524332682,0.0000000000
816.9535929362,114.5726343791,-1565.3937581380,0.0000000000
813.1854451497,115.8058242798,-1566.7547200521,0.0000000000
814.7325032552,120.8680597941,-1565.7680257161,0.0000000000
815.5862833659,115.0792922974,-1565.8830566406,0.0000000000
813.9484049479,114.7535018921,-1566.5408528646,0.0000000000
812.5789591471,118.8548558553,-1566.7547200521,0.0000000000
811.9724731445,121.9038848877,-1566.7547200521,0.0000000000
813.0946451823,120.5422668457,-1566.4258219401,0.0000000000
813.7011311849,117.4932352702,-1566.4258219401,0.0000000000
815.8546752930,119.5064417521,-1565.4391276042,0.0000000000
816.4611816406,116.4574076335,-1565.4391276042,0.0000000000
815.3389892578,117.8190282186,-1565.7680257161,0.0000000000
817.8266601562,130.9925231934,-1563.7945963542,0.0000000000
815.6730957031,128.9793243408,-1564.7813313802,0.0000000000
815.0665893555,132.0283508301,-1564.7813313802,0.0000000000
816.1887817383,130.6667327881,-1564.4524332682,0.0000000000
813.5195312500,126.9661229451,-1565.7680257161,0.0000000000
811.3659667969,124.9529164632,-1566.7547200521,0.0000000000
810.7594807943,128.0019505819,-1566.7547200521,0.0000000000
811.8816528320,126.6403299967,-1566.4258219401,0.0000000000
812.3065592448,133.0641784668,-1565.7680257161,0.0000000000
810.1530151367,131.0509796143,-1566.7547200521,0.0000000000
809.5465087891,134.1000061035,-1566.7547200521,0.0000000000
810.6687011719,132.7383880615,-1566.4258219401,0.0000000000
811.2751871745,129.6893615723,-1566.4258219401,0.0000000000
813.4287312826,131.7025604248,-1565.4391276042,0.0000000000
814.0352172852,128.6535339355,-1565.4391276042,0.0000000000
812.9130452474,130.0151519775,-1565.7680257161,0.0000000000
812.4881591797,123.5912958781,-1566.4258219401,0.0000000000
814.6417236328,125.6045023600,-1565.4391276042,0.0000000000
815.2482096354,122.5554707845,-1565.4391276042,0.0000000000
814.1260375977,123.9170888265,-1565.7680257161,0.0000000000
816.7952880859,127.6177062988,-1564.4524332682,0.0000000000
818.9488321940,129.6309051514,-1563.4656575521,0.0000000000
819.5553181966,126.5818786621,-1563.4656575521,0.0000000000
818.4331461589,127.9434967041,-1563.7945963542,0.0000000000
818.0082397461,121.5196456909,-1564.4524332682,0.0000000000
820.1618041992,123.5328470866,-1563.4656575521,0.0000000000
820.7683105469,120.4838180542,-1563.4656575521,0.0000000000
819.6461181641,121.8454360962,-1563.7945963542,0.0000000000
819.0396321615,124.8944676717,-1563.7945963542,0.0000000000
816.8860677083,122.8812637329,-1564.7813313802,0.0000000000
816.2796020508,125.9302953084,-1564.7813313802,0.0000000000
817.4017740885,124.5686747233,-1564.4524332682,0.0000000000
821.3747965495,117.4347864787,-1563.4656575521,0.0000000000
820.3863728841,115.9312667847,-1563.9630940755,0.0000000000
818.7485148112,115.6054738363,-1564.6209309896,0.0000000000
821.6401570638,115.2992019653,-1563.5272623698,0.0000000000
823.5283610026,119.4479904175,-1562.4789225260,0.0000000000
825.6819051107,121.4611918132,-1561.4922281901,0.0000000000
826.2883911133,118.4121627808,-1561.4922281901,0.0000000000
825.1662190755,119.7737808228,-1561.8211263021,0.0000000000
827.8354492188,123.4743982951,-1560.5055338542,0.0000000000
829.9890136719,125.4876022339,-1559.5188395182,0.0000000000
830.5955200195,122.4385706584,-1559.5188395182,0.0000000000
829.4733276367,123.8001912435,-1559.8477376302,0.0000000000
831.0133463542,116.7523396810,-1559.7943522135,0.0000000000
831.2020060221,119.3895416260,-1559.5188395182,0.0000000000
828.3487141927,117.3094202677,-1560.7810058594,0.0000000000
834.9820963542,116.8078384399,-1558.2567545573,0.0000000000
830.0798339844,120.7511596680,-1559.8477376302,0.0000000000
827.9262695312,118.7379557292,-1560.8344319661,0.0000000000
827.3197631836,121.7869847616,-1560.8344319661,0.0000000000
828.4419555664,120.4253667196,-1560.5055338542,0.0000000000
829.9865722656,117.6352132161,-1560.1232096354,0.0000000000
826.3267618815,116.0257695516,-1561.6608072917,0.0000000000
823.0126546224,117.7605794271,-1562.8078206380,0.0000000000
825.1864624023,116.7832387288,-1562.0431315104,0.0000000000
823.5485839844,116.4574457804,-1562.7009277344,0.0000000000
806.7864583333,135.1358337402,-1567.7414957682,0.0000000000
804.6328938802,133.1226348877,-1568.7282307943,0.0000000000
804.0264282227,136.1716613770,-1568.7282307943,0.0000000000
805.1486002604,134.8100433350,-1568.3993326823,0.0000000000
802.4793497721,131.1094309489,-1569.7149251302,0.0000000000
800.3258056641,129.0962219238,-1570.7016194661,0.0000000000
799.7192993164,132.1452585856,-1570.7016194661,0.0000000000
800.8414916992,130.7836354574,-1570.3727213542,0.0000000000
801.2663574219,137.2074890137,-1569.7149251302,0.0000000000
799.1127929688,135.1942901611,-1570.7016194661,0.0000000000
798.5063069661,138.2433166504,-1570.7016194661,0.0000000000
799.6284790039,136.8816986084,-1570.3727213542,0.0000000000
800.2349853516,133.8326721191,-1570.3727213542,0.0000000000
802.3885498047,135.8458709717,-1569.3860270182,0.0000000000
802.9950358073,132.7968444824,-1569.3860270182,0.0000000000
801.8728637695,134.1584625244,-1569.7149251302,0.0000000000
798.1722412109,127.0830205282,-1571.6883138021,0.0000000000
796.0186767578,125.0698165894,-1572.6750895182,0.0000000000
796.5343627930,126.7572275798,-1572.3461507161,0.0000000000
793.8651123047,123.0566151937,-1573.6618245443,0.0000000000
791.7115478516,121.0434087118,-1574.6485188802,0.0000000000
791.1050618490,124.0924402873,-1574.6485188802,0.0000000000
792.2272338867,122.7308222453,-1574.3196207682,0.0000000000
787.9241333008,124.5932973226,-1575.8389485677,0.0000000000
794.3807983398,124.7440261841,-1573.3329264323,0.0000000000
791.0175984701,125.2086283366,-1574.5965169271,0.0000000000
795.5467732747,127.1660944621,-1572.6962890625,0.0000000000
792.5878906250,125.5980122884,-1573.9599202474,0.0000000000
794.1110636393,125.8239593506,-1573.3541259766,0.0000000000
795.6205037435,139.7566833496,-1571.7002360026,0.0000000000
795.6114705404,135.5222269694,-1572.0291341146,0.0000000000
795.8226725260,138.7403411865,-1571.7002360026,0.0000000000
795.2835286458,137.0161132812,-1572.0410563151,0.0000000000
796.8684488932,137.9175262451,-1571.3594156901,0.0000000000
797.4749348958,134.8684946696,-1571.3594156901,0.0000000000
796.3527628581,136.2301127116,-1571.6883138021,0.0000000000
798.0814208984,131.8194630941,-1571.3594156901,0.0000000000
797.6445922852,129.5808766683,-1571.7002360026,0.0000000000
796.1413167318,128.3023325602,-1572.3792724609,0.0000000000
798.6879272461,128.7704315186,-1571.3594156901,0.0000000000
797.4424235026,130.5972188314,-1571.7002360026,0.0000000000
796.9592488607,133.1810811361,-1571.6883138021,0.0000000000
789.5579833984,119.0302047729,-1575.6352132161,0.0000000000
796.0157877604,133.4895375570,-1572.0291341146,0.0000000000
796.2967936198,131.9220225016,-1572.0410563151,0.0000000000
787.4044392904,117.0170033773,-1576.6219075521,0.0000000000
786.7979532878,120.0660324097,-1576.6219075521,0.0000000000
787.9201253255,118.7044143677,-1576.2930094401,0.0000000000
785.2508748372,115.0037968953,-1577.6086832682,0.0000000000
783.0973103841,112.9905929565,-1578.5954182943,0.0000000000
782.4908447266,116.0396245321,-1578.5954182943,0.0000000000
783.6130167643,114.6780039469,-1578.2665201823,0.0000000000
784.0379028320,121.1018575033,-1577.6086832682,0.0000000000
781.8843383789,119.0886535645,-1578.5954182943,0.0000000000
781.2778523763,122.1376851400,-1578.5954182943,0.0000000000
782.4000244141,120.7760645549,-1578.2665201823,0.0000000000
783.0065307617,117.7270355225,-1578.2665201823,0.0000000000
785.1600952148,119.7402394613,-1577.2797444661,0.0000000000
785.7665812174,116.6912104289,-1577.2797444661,0.0000000000
784.6444091797,118.0528284709,-1577.6086832682,0.0000000000
781.5812377930,111.1481781006,-1579.3227132161,0.0000000000
778.1837158203,112.0132166545,-1580.5688069661,0.0000000000
779.2586669922,109.7764383952,-1580.3254394531,0.0000000000
775.2899169922,109.7209370931,-1581.8629557292,0.0000000000
775.4236653646,113.0490417480,-1581.5555013021,0.0000000000
773.2701009115,111.0358403524,-1582.5422770182,0.0000000000
772.6636352539,114.0848693848,-1582.5422770182,0.0000000000
773.7858072917,112.7232513428,-1582.2133382161,0.0000000000
773.6188964844,109.7700220744,-1582.5047607422,0.0000000000
776.5458374023,111.6874237061,-1581.2266031901,0.0000000000
776.7811482747,110.2962036133,-1581.2426350911,0.0000000000
779.9433797201,110.8223851522,-1579.9805094401,0.0000000000
776.3642578125,121.1603088379,-1580.5688069661,0.0000000000
774.2106933594,119.1471048991,-1581.5555013021,0.0000000000
775.1094156901,122.6495997111,-1580.9391682943,0.0000000000
776.8235677083,122.3852564494,-1580.2972412109,0.0000000000
772.0571289062,117.1339009603,-1582.5422770182,0.0000000000
771.4506225586,120.1829299927,-1582.5422770182,0.0000000000
772.5728149414,118.8213119507,-1582.2133382161,0.0000000000
769.5435180664,125.5760574341,-1582.8646647135,0.0000000000
769.0278320312,123.8886464437,-1583.1935628255,0.0000000000
769.2627360026,127.0728937785,-1582.8581136068,0.0000000000
772.0922037760,121.4441324870,-1582.1974690755,0.0000000000
774.7263793945,120.8345158895,-1581.2266031901,0.0000000000
773.1793212891,115.7722803752,-1582.2133382161,0.0000000000
770.9937337240,122.7718861898,-1582.5198567708,0.0000000000
773.7300821940,121.7699254354,-1581.5396321615,0.0000000000
775.3328653971,117.7854868571,-1581.2266031901,0.0000000000
775.9393513997,114.7364527384,-1581.2266031901,0.0000000000
774.8171793620,116.0980733236,-1581.5555013021,0.0000000000
777.4864298503,119.7986907959,-1580.2399088542,0.0000000000
779.6399943034,121.8118921916,-1579.2532145182,0.0000000000
780.2464599609,118.7628631592,-1579.2532145182,0.0000000000
779.1242879232,120.1244812012,-1579.5821126302,0.0000000000
778.6994018555,113.7006276449,-1580.2399088542,0.0000000000
780.8529663086,115.7138315837,-1579.2532145182,0.0000000000
781.4594523112,112.6648025513,-1579.2532145182,0.0000000000
780.3372802734,114.0264205933,-1579.5821126302,0.0000000000
779.7307739258,117.0754521688,-1579.5821126302,0.0000000000
777.5772094727,115.0622456868,-1580.5688069661,0.0000000000
776.9707234701,118.1112798055,-1580.5688069661,0.0000000000
778.0928955078,116.7496592204,-1580.2399088542,0.0000000000
767.9146728516,129.4847259521,-1583.1935628255,0.0000000000
768.4516194661,131.1506449382,-1582.8581136068,0.0000000000
767.2059122721,133.0481109619,-1583.1935628255,0.0000000000
767.7215983073,134.7355244954,-1582.8646647135,0.0000000000
766.0927530924,138.6441853841,-1583.1935628255,0.0000000000
766.6272176107,140.3224741618,-1582.8581136068,0.0000000000
767.4383544922,136.2447306315,-1582.8581136068,0.0000000000
765.8996378581,143.8949890137,-1582.8646647135,0.0000000000
765.3839314779,142.2075754801,-1583.1935628255,0.0000000000
765.6139526367,145.4165649414,-1582.8581136068,0.0000000000
764.2708333333,147.8036499023,-1583.1935628255,0.0000000000
764.8028361003,149.4943084717,-1582.8581136068,0.0000000000
779.6585083008,123.5544687907,-1579.1121419271,0.0000000000
784.2075805664,124.4593404134,-1577.2850748698,0.0000000000
781.5549112956,123.3263804118,-1578.3970133464,0.0000000000
784.5535888672,122.7892710368,-1577.2797444661,0.0000000000
788.7566731771,125.3642094930,-1575.4580485026,0.0000000000
787.3136393229,121.7534434001,-1576.2930094401,0.0000000000
789.4672037760,123.7666473389,-1575.3063151042,0.0000000000
790.0736694336,120.7176157633,-1575.3063151042,0.0000000000
788.9514973958,122.0792363485,-1575.6352132161,0.0000000000
786.4884236654,123.2511622111,-1576.4967447917,0.0000000000
783.1927693685,123.6521733602,-1577.7391764323,0.0000000000
785.5684000651,123.5964380900,-1576.8256429036,0.0000000000
778.4614461263,122.7110493978,-1579.6394449870,0.0000000000
784.8652750651,110.1577301025,-1578.1300862630,0.0000000000
784.2194824219,111.6289749146,-1578.2665201823,0.0000000000
786.3730468750,113.6421763102,-1577.2797444661,0.0000000000
785.8573608398,111.9547653198,-1577.6086832682,0.0000000000
788.2213948568,111.3095932007,-1576.7449137370,0.0000000000
786.5835164388,110.9838027954,-1577.4027506510,0.0000000000
788.5266113281,115.6553827922,-1576.2930094401,0.0000000000
790.6801757812,117.6685867310,-1575.3063151042,0.0000000000
791.2866617839,114.6195551554,-1575.3063151042,0.0000000000
790.1644897461,115.9811757406,-1575.6352132161,0.0000000000
793.0214640299,112.1615676880,-1574.8249918620,0.0000000000
791.3836059570,111.8357747396,-1575.4827880859,0.0000000000
790.7709757487,112.9321416219,-1575.6352132161,0.0000000000
789.5518798828,110.8842951457,-1576.2635904948,0.0000000000
788.0109252930,113.9679692586,-1576.6219075521,0.0000000000
789.1331176758,112.6063486735,-1576.2930094401,0.0000000000
783.4212646484,110.4576263428,-1578.6649169922,0.0000000000
792.8337402344,119.6817881266,-1574.3196207682,0.0000000000
794.9873046875,121.6949946086,-1573.3329264323,0.0000000000
795.5937906901,118.6459604899,-1573.3329264323,0.0000000000
794.4716186523,120.0075810750,-1573.6618245443,0.0000000000
797.1408487956,123.7081985474,-1572.3461507161,0.0000000000
799.2944132487,125.7213999430,-1571.3594156901,0.0000000000
799.9008789062,122.6723709106,-1571.3594156901,0.0000000000
798.7787068685,124.0339889526,-1571.6883138021,0.0000000000
798.3538208008,117.6101353963,-1572.3461507161,0.0000000000
800.5073852539,119.6233393351,-1571.3594156901,0.0000000000
801.1138916016,116.5743103027,-1571.3594156901,0.0000000000
799.9916992188,117.9359283447,-1571.6883138021,0.0000000000
799.3851928711,120.9849599202,-1571.6883138021,0.0000000000
797.2316487630,118.9717534383,-1572.6750895182,0.0000000000
796.6251627604,122.0207875570,-1572.6750895182,0.0000000000
797.7473347982,120.6591669718,-1572.3461507161,0.0000000000
801.4479777018,127.7346038818,-1570.3727213542,0.0000000000
803.6015218099,129.7478078206,-1569.3860270182,0.0000000000
804.2080078125,126.6987762451,-1569.3860270182,0.0000000000
803.0858357747,128.0603942871,-1569.7149251302,0.0000000000
805.7550659180,131.7610168457,-1568.3993326823,0.0000000000
807.9086303711,133.7742156982,-1567.4125569661,0.0000000000
808.5151367188,130.7251892090,-1567.4125569661,0.0000000000
807.3929443359,132.0868072510,-1567.7414957682,0.0000000000
806.9680786133,125.6629511515,-1568.3993326823,0.0000000000
809.1216227214,127.6761576335,-1567.4125569661,0.0000000000
809.7281087240,124.6271235148,-1567.4125569661,0.0000000000
808.6059366862,125.9887440999,-1567.7414957682,0.0000000000
807.9994506836,129.0377782186,-1567.7414957682,0.0000000000
805.8458862305,127.0245691935,-1568.7282307943,0.0000000000
805.2393798828,130.0736033122,-1568.7282307943,0.0000000000
806.3615722656,128.7119827271,-1568.3993326823,0.0000000000
803.8739217122,115.5384826660,-1570.3727213542,0.0000000000
806.0274658203,117.5516840617,-1569.3860270182,0.0000000000
805.5117797852,115.8642730713,-1569.7149251302,0.0000000000
808.1810302734,119.5648905436,-1568.3993326823,0.0000000000
810.3345947266,121.5780944824,-1567.4125569661,0.0000000000
810.9411010742,118.5290629069,-1567.4125569661,0.0000000000
809.8189086914,119.8906834920,-1567.7414957682,0.0000000000
811.5475870768,115.4800338745,-1567.4125569661,0.0000000000
812.2669881185,113.8460667928,-1567.2602132161,0.0000000000
807.3082682292,114.5920791626,-1569.1186523438,0.0000000000
808.9461466471,114.9178721110,-1568.4608561198,0.0000000000
810.7861735026,114.2273228963,-1567.8030192057,0.0000000000
810.4254150391,116.8416519165,-1567.7414957682,0.0000000000
806.6603800456,113.4647750854,-1569.4555664062,0.0000000000
807.6653442383,117.8774770101,-1568.7282307943,0.0000000000
808.7875366211,116.5158589681,-1568.3993326823,0.0000000000
809.2124226888,122.9397125244,-1567.7414957682,0.0000000000
807.0588582357,120.9265111287,-1568.7282307943,0.0000000000
806.4523925781,123.9755401611,-1568.7282307943,0.0000000000
807.5745646159,122.6139221191,-1568.3993326823,0.0000000000
804.9052937826,118.9133046468,-1569.7149251302,0.0000000000
802.7517496745,116.9001007080,-1570.7016194661,0.0000000000
802.1452636719,119.9491322835,-1570.7016194661,0.0000000000
803.2674357096,118.5875116984,-1570.3727213542,0.0000000000
803.6923217773,125.0113652547,-1569.7149251302,0.0000000000
801.5387573242,122.9981613159,-1570.7016194661,0.0000000000
800.9322713216,126.0471928914,-1570.7016194661,0.0000000000
802.0544433594,124.6855723063,-1570.3727213542,0.0000000000
802.6609497070,121.6365432739,-1570.3727213542,0.0000000000
804.8145141602,123.6497472127,-1569.3860270182,0.0000000000
805.4210001628,120.6007181803,-1569.3860270182,0.0000000000
804.2988281250,121.9623362223,-1569.7149251302,0.0000000000
803.6116536458,113.0640004476,-1570.6641845703,0.0000000000
800.5982055664,114.8868993123,-1571.6883138021,0.0000000000
798.9250691732,112.3374328613,-1572.5306396484,0.0000000000
797.8381347656,115.9227244059,-1572.6750895182,0.0000000000
798.9603271484,114.5611063639,-1572.3461507161,0.0000000000
797.8215942383,113.0135421753,-1572.9050292969,0.0000000000
794.2384643555,111.6108652751,-1574.3971354167,0.0000000000
795.0780843099,116.9585494995,-1573.6618245443,0.0000000000
792.9245198568,114.9453481038,-1574.6485188802,0.0000000000
792.3180541992,117.9943771362,-1574.6485188802,0.0000000000
793.4402262370,116.6327590942,-1574.3196207682,0.0000000000
794.0466918945,113.5837275187,-1574.3196207682,0.0000000000
796.2002563477,115.5969314575,-1573.3329264323,0.0000000000
796.1837158203,112.6877492269,-1573.5628662109,0.0000000000
795.6845703125,113.9095204671,-1573.6618245443,0.0000000000
800.9838256836,113.5397211711,-1571.6428629557,0.0000000000
802.6216837565,113.8655141195,-1570.9850667318,0.0000000000
825.0788777669,210.0919799805,-1554.9141438802,0.0000000000
826.8723347982,211.8265686035,-1554.0879720052,0.0000000000
827.0245361328,213.2524363200,-1553.9195963542,0.0000000000
825.5945638021,211.7793884277,-1554.5852457682,0.0000000000
825.3339640299,213.8876342773,-1554.5238850911,0.0000000000
822.9253133138,208.0787811279,-1555.9008382161,0.0000000000
824.2617594401,212.8070424398,-1555.0211588542,0.0000000000
820.7717488607,206.0655721029,-1556.8875325521,0.0000000000
820.1652832031,209.1146036784,-1556.8875325521,0.0000000000
821.2874552409,207.7529856364,-1556.5586344401,0.0000000000
818.6182047526,204.0523681641,-1557.8742268880,0.0000000000
816.4646606445,202.0391693115,-1558.8610026042,0.0000000000
815.8581542969,205.0881958008,-1558.8610026042,0.0000000000
816.9803466797,203.7265777588,-1558.5320638021,0.0000000000
817.4052124023,210.1504313151,-1557.8742268880,0.0000000000
815.2516479492,208.1372222900,-1558.8610026042,0.0000000000
815.7673339844,209.8246358236,-1558.5320638021,0.0000000000
816.3738403320,206.7756042480,-1558.5320638021,0.0000000000
818.5274047852,208.7888081868,-1557.5453287760,0.0000000000
819.1338907878,205.7397766113,-1557.5453287760,0.0000000000
818.0117187500,207.1013946533,-1557.8742268880,0.0000000000
816.1181640625,211.6431986491,-1558.2567545573,0.0000000000
819.5009969076,211.7572479248,-1556.9410807292,0.0000000000
817.8631184896,211.4314575195,-1557.5988769531,0.0000000000
820.6809692383,210.8020172119,-1556.5586344401,0.0000000000
823.4410196940,209.7661895752,-1555.5719401042,0.0000000000
822.6239013672,212.4812520345,-1555.6789550781,0.0000000000
822.3188476562,211.1278076172,-1555.9008382161,0.0000000000
820.7260742188,212.7654164632,-1556.3902994792,0.0000000000
814.3110961914,200.0259602865,-1559.8477376302,0.0000000000
812.1575317383,198.0127563477,-1560.8344319661,0.0000000000
811.5510253906,201.0617828369,-1560.8344319661,0.0000000000
812.6732177734,199.7001647949,-1560.5055338542,0.0000000000
810.0039672852,195.9995574951,-1561.8211263021,0.0000000000
807.8504028320,193.9863484701,-1562.8078206380,0.0000000000
807.2439168294,197.0353800456,-1562.8078206380,0.0000000000
808.3660888672,195.6737620036,-1562.4789225260,0.0000000000
808.7909952799,202.0976104736,-1561.8211263021,0.0000000000
806.6374511719,200.0844116211,-1562.8078206380,0.0000000000
806.0309448242,203.1334381104,-1562.8078206380,0.0000000000
807.1531372070,201.7718200684,-1562.4789225260,0.0000000000
807.7596232096,198.7227935791,-1562.4789225260,0.0000000000
809.9131673177,200.7359924316,-1561.4922281901,0.0000000000
810.5196533203,197.6869659424,-1561.4922281901,0.0000000000
809.3974812826,199.0485839844,-1561.8211263021,0.0000000000
805.6968383789,191.9731445312,-1563.7945963542,0.0000000000
803.5432942708,189.9599456787,-1564.7813313802,0.0000000000
802.9368082682,193.0089721680,-1564.7813313802,0.0000000000
804.0589803060,191.6473541260,-1564.4524332682,0.0000000000
801.3897298177,187.9467366536,-1565.7680257161,0.0000000000
799.2361857096,185.9335327148,-1566.7547200521,0.0000000000
798.6296997070,188.9825592041,-1566.7547200521,0.0000000000
799.7518717448,187.6209411621,-1566.4258219401,0.0000000000
800.1767578125,194.0447998047,-1565.7680257161,0.0000000000
798.0231933594,192.0315958659,-1566.7547200521,0.0000000000
797.4167073568,195.0806274414,-1566.7547200521,0.0000000000
798.5388793945,193.7190093994,-1566.4258219401,0.0000000000
799.1453857422,190.6699727376,-1566.4258219401,0.0000000000
801.2989501953,192.6831817627,-1565.4391276042,0.0000000000
801.9054361979,189.6341501872,-1565.4391276042,0.0000000000
800.7832641602,190.9957682292,-1565.7680257161,0.0000000000
803.2708943685,204.1692657471,-1563.7945963542,0.0000000000
801.1173299154,202.1560668945,-1564.7813313802,0.0000000000
800.5108642578,205.2050933838,-1564.7813313802,0.0000000000
801.6330362956,203.8434753418,-1564.4524332682,0.0000000000
798.9637654622,200.1428629557,-1565.7680257161,0.0000000000
796.8102213542,198.1296539307,-1566.7547200521,0.0000000000
796.2037353516,201.1786905924,-1566.7547200521,0.0000000000
797.3259073893,199.8170674642,-1566.4258219401,0.0000000000
795.5972290039,204.2277221680,-1566.7547200521,0.0000000000
793.9987182617,205.6868235270,-1567.2602132161,0.0000000000
796.7194213867,202.8661041260,-1566.4258219401,0.0000000000
795.8994140625,205.4919128418,-1566.5408528646,0.0000000000
798.8729858398,204.8793029785,-1565.4391276042,0.0000000000
799.4794718424,201.8302764893,-1565.4391276042,0.0000000000
798.3572998047,203.1918945312,-1565.7680257161,0.0000000000
797.9323933919,196.7680358887,-1566.4258219401,0.0000000000
800.0859375000,198.7812398275,-1565.4391276042,0.0000000000
800.6924438477,195.7322082520,-1565.4391276042,0.0000000000
799.5702514648,197.0938262939,-1565.7680257161,0.0000000000
802.2395019531,200.7944488525,-1564.4524332682,0.0000000000
804.3930664062,202.8076477051,-1563.4656575521,0.0000000000
804.9995727539,199.7586212158,-1563.4656575521,0.0000000000
803.8773803711,201.1202392578,-1563.7945963542,0.0000000000
803.4524943034,194.6963806152,-1564.4524332682,0.0000000000
805.6060587565,196.7095845540,-1563.4656575521,0.0000000000
806.2125244141,193.6605529785,-1563.4656575521,0.0000000000
805.0903523763,195.0221710205,-1563.7945963542,0.0000000000
804.4838867188,198.0712076823,-1563.7945963542,0.0000000000
802.3303222656,196.0579986572,-1564.7813313802,0.0000000000
801.7238159180,199.1070353190,-1564.7813313802,0.0000000000
802.8460083008,197.7454121908,-1564.4524332682,0.0000000000
798.6066284180,206.8090413411,-1565.3937581380,0.0000000000
803.2144978841,207.9312642415,-1563.5272623698,0.0000000000
800.6601765951,206.5417073568,-1564.6209309896,0.0000000000
803.7865804036,205.8566792806,-1563.4656575521,0.0000000000
797.5372924805,205.8177032471,-1565.8830566406,0.0000000000
806.5466308594,204.8208516439,-1562.4789225260,0.0000000000
808.7001953125,206.8340606689,-1561.4922281901,0.0000000000
809.3066813151,203.7850240072,-1561.4922281901,0.0000000000
808.1845092773,205.1466471354,-1561.8211263021,0.0000000000
810.1816813151,208.6413065592,-1560.7810058594,0.0000000000
813.6137898763,207.8114318848,-1559.5188395182,0.0000000000
814.7402343750,210.7074483236,-1558.8610432943,0.0000000000
811.8195393880,208.9670969645,-1560.1232096354,0.0000000000
812.4302978516,210.1756998698,-1559.7943522135,0.0000000000
812.0667114258,202.7491963704,-1560.5055338542,0.0000000000
814.2202758789,204.7624053955,-1559.5188395182,0.0000000000
814.8267822266,201.7133738200,-1559.5188395182,0.0000000000
813.7045898438,203.0749918620,-1559.8477376302,0.0000000000
813.0981038411,206.1240234375,-1559.8477376302,0.0000000000
810.9445393880,204.1108194987,-1560.8344319661,0.0000000000
810.3380737305,207.1598510742,-1560.8344319661,0.0000000000
811.4602457682,205.7982330322,-1560.5055338542,0.0000000000
807.8224080404,209.0534820557,-1561.6608072917,0.0000000000
805.4244384766,206.1824747721,-1562.8078206380,0.0000000000
802.2980346680,206.8675028483,-1563.9630940755,0.0000000000
805.4208984375,207.5915120443,-1562.7009277344,0.0000000000
807.0587768555,207.9173024495,-1562.0431315104,0.0000000000
797.0826416016,183.9203338623,-1567.7414957682,0.0000000000
794.9290771484,181.9071248372,-1568.7282307943,0.0000000000
794.3225708008,184.9561564128,-1568.7282307943,0.0000000000
